Row#,Name,dwGroup,wTableIndex,Mod1,Mod2,Mod3,wIType1,wIType2,wIType3,wIType4,wIType5,wIType6,wIType7,wEType1,wEType2,wEType3,wEType4,wEType5
1404,'Septic',0x8C,0x50E4,0x8A::(75)[52],,,0x52,,,,,,,,,,,
1405,'Envenomed',0x8C,0x50E3,0x8A::(100)[128],,,0x52,,,,,,,,,,,
1406,'Toxic',0x8C,0x50E1,0x8A::(125)[205],,,0x52,,,,,,,,,,,
1407,'Pestilent',0x8C,0x50E0,0x8A::(150)[299],,,0x52,,,,,,,,,,,
1408,'Tireless',0x6C,0x6D9,0x3D::(0)[10],,,0xF,,,,,,,,,,,
1409,'Lizard's',0x73,0x6F4,0xB::(0)[1.2],,,0x32,0xA,0xC,0x37,0x44,,,0xF,0x10,,,
1410,'Azure',0x75,0x6FE,0x23::(0)[5],,,0x32,0xA,0xC,0x44,0x4B,,,,,,,
1411,'Crimson',0x76,0x705,0x1F::(0)[5],,,0x32,0xA,0xC,0x44,0x4B,,,,,,,
1412,'Tangerine',0x77,0x70D,0x21::(0)[5],,,0x32,0xA,0xC,0x44,0x4B,,,,,,,
1413,'Beryl',0x78,0x713,0x27::(0)[5],,,0x32,0xA,0xC,0x44,0x4B,,,,,,,
1414,'Godly',0x65,0x50D3,0x5::(0)[101.200],,,0x32,,,,,,,,,,,
1415,'Cruel',0x69,0x8FE,0x1D::(0)[201.300],,,0x2D,,,,,,,0x1A,0x19,0x44,,
1416,'Fletcher's',0x12C,0x719,0x7C::(0)[1],,,0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1417,'Bowyer's',0x12C,0x5140,0x7C::(0)[2],,,0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1418,'Archer's',0x12C,0x71A,0x7C::(0)[3],,,0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1419,'Acrobat's',0x12D,0x513F,0x7C::(1)[1],,,0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1420,'Gymnast's',0x12D,0x513E,0x7C::(1)[2],,,0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1421,'Athlete's',0x12D,0x513D,0x7C::(1)[3],,,0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1422,'Harpoonist's',0x12E,0x513C,0x7C::(2)[1],,,0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1423,'Spearmaiden's',0x12E,0x513B,0x7C::(2)[2],,,0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1424,'Lancer's',0x12E,0x513A,0x7C::(2)[3],,,0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1425,'of the Jackal',0x12F,0x771,0xD::(0)[1.5],,,0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1426,'of the Fox',0x12F,0x772,0xD::(0)[6.10],,,0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1427,'of the Wolf',0x12F,0x773,0xD::(0)[11.20],,,0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1428,'of the Tiger',0x12F,0x774,0xD::(0)[21.30],,,0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1429,'of the Mammoth',0x12F,0x775,0xD::(0)[31.40],,,0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1430,'of the Colossus',0x12F,0x5535,0xD::(0)[41.60],,,0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1431,'Lizard's',0x12F,0x6F4,0xB::(0)[1.5],,,0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1432,'Snake's',0x12F,0x6F6,0xB::(0)[5.10],,,0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1433,'Serpent's',0x12F,0x6F7,0xB::(0)[11.20],,,0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1434,'Drake's',0x12F,0x6F8,0xB::(0)[21.30],,,0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1435,'Dragon's',0x12F,0x6F9,0xB::(0)[31.40],,,0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1436,'Wyrm's',0x12F,0x6FA,0xB::(0)[41.60],,,0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1437,'Great Wyrm's',0x12F,0x5155,0xB::(0)[61.80],,,0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1438,'Shimmering',0x130,0x51A8,0x29::(0)[5.10],,,0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1439,'Rainbow',0x130,0x51B1,0x29::(0)[8.15],,,0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1440,'Scintillating',0x130,0x5150,0x29::(0)[16.30],,,0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1441,'Prismatic',0x130,0x6FD,0x29::(0)[25.35],,,0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1442,'Chromatic',0x130,0x514F,0x29::(0)[35.45],,,0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1443,'Sharp',0x130,0x6E2,0xF::(0)[15.30],0x1D::(0)[10.20],,0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1444,'Fine',0x130,0x6E3,0xF::(0)[31.60],0x1D::(0)[21.30],,0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1445,'Warrior's',0x130,0x6E4,0xF::(0)[61.80],0x1D::(0)[31.40],,0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1446,'Soldier's',0x130,0x6E5,0xF::(0)[81.100],0x1D::(0)[41.50],,0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1447,'Knight's',0x130,0x6E6,0xF::(0)[101.121],0x1D::(0)[51.65],,0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1448,'of Blight',0x131,0x755,0x18::(0)[8],0x19::(0)[24],0x1A::(0)[75],0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1449,'of Venom',0x131,0x756,0x18::(0)[16],0x19::(0)[48],0x1A::(0)[75],0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1450,'of Pestilence',0x131,0x757,0x18::(0)[32],0x19::(0)[72],0x1A::(0)[100],0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
1451,'of Anthrax',0x131,0x5205,0x18::(0)[64],0x19::(0)[128],0x1A::(0)[100],0x32,0x2D,,,,,,,,,0xFFFF,0xFFFF
